id,title,authors,date,edition,publisher,isbn-13,language,series,age range,pages,lexile
396,"Advances in Natural Language Processing: 7th International Conference on NLP, IceTAL 2010, Reykjavik, Iceland, August 16-18, 2010, Proceedings","Hrafn Loftsson (Editor), Eirikur Rognvaldsson (Editor), Sigrun Helgadottir (Editor)",2010/11/30,1,Springer Berlin Heidelberg,9783642147692,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#6233",,448,
397,"Advances in Neural Networks -- ISNN 2010: 7th International Symposium on Neural Networks, ISNN 2010, Shanghai, China, June 6-9, 2010, Proceedings, Part II","James Kwok, Liqing Zhang, Bao-Liang Lu",2010/05/20,1,Springer Berlin Heidelberg,9783642133176,,"Lecture Notes in Computer Science / Theoretical Computer Science and General Issues Series ,#6064",,641,
398,"Advances in Nonlinear Speech Processing: International Conference on Nonlinear Speech Processing, NOLISP 2009, Vic, Spain, June 25-27, 2009, Revised Selected Papers","Jordi Sole-Casals (Editor), Vladimir Zaiats (Editor)",2010/02/18,1,Springer Berlin Heidelberg,9783642115080,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#5933",,199,
399,Advances in Object-Oriented Database Systems,"Asuman Dogac (Editor), M.Tamer Ozsu (Editor), Alexandros Biliris (Editor), Timos Sellis (Editor)",2012/10/28,,Springer Berlin Heidelberg,9783642634109,,Nato ASI Subseries F,,515,
400,Advances in Object-Oriented Database Systems,Klaus R. Dittrich,1989/08/28,,"Springer-Verlag New York, LLC",9780387503455,,Lecture Notes in Computer Science,,373,
401,"Advances in Object-Oriented Information Systems: OOIS 2002 Workshops, Montpellier, France, September 2, 2002 Proceedings","Jean-Michel Bruel (Editor), Zohra Bellahsene (Editor)",2002/10/03,1,Springer Berlin Heidelberg,9783540440888,,"Lecture Notes in Computer Science Series ,#2426",,326,
402,Advances in Probabilistic Databases for Uncertain Information Management,"Zongmin Ma (Editor), Li Yan (Editor)",2013/05/28,1,Springer Berlin Heidelberg,9783642375088,,"Studies in Fuzziness and Soft Computing Series ,#304",,161,
403,Advances in Scalable Web Information Integration and Service: Proceedings of DASFAA2007 International Workshop on Scalable Web Information Integration and Service  ,"Yoshifumi Masunaga, Xiaofeng Meng (Editor), Guoren Wang (Editor), Seog Park (Editor), Xiaofeng Meng (Editor)",2007/09/28,,"World Scientific Publishing Company, Incorporated",9789812770233,,,,128,
404,"Advances in Secure Computing, Internet Services, and Applications","B.K. Tripathy, D.P. Acharjya",2013/12/31,,IGI Global,9781466649408,,,,406,
405,"Advances in Self-Organizing Maps: 7th International Workshop, WSOM 2009, St. Augustine, Florida, June 8-10, 2009. Proceedings","J.C. Principe (Editor), Risto Miikkulainen (Editor)",2009/05/27,1,Springer Berlin Heidelberg,9783642023965,,"Lecture Notes in Computer Science / Theoretical Computer Science and General Issues Series ,#5629",,374,
406,"Advances in Service-Oriented and Cloud Computing: Workshops of ESOCC 2013, Málaga, Spain, September 11-13, 2013, Revised Selected Papers","Carlos Canal (Editor), Massimo Villari (Editor)",2013/12/28,,Springer Berlin Heidelberg,9783642453632,,Communications in Computer and Information Science,,372,
407,"Advances in Social Computing: Third International Conference on Social Computing, Behavioral Modeling, and Prediction, SBP 2010, Bethesda, MD, USA, March 30-31, 2010, Proceedings","Sun-Ki Chai (Editor), John Salerno (Editor), Patricia L. Mabry (Editor)",2010/04/01,1,Springer Berlin Heidelberg,9783642120787,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#6007",,426,
408,"Advances in Social Network Mining and Analysis: Second International Workshop, SNAKDD 2008, Las Vegas, NV, USA, August 24-27, 2008. Revised Selected Papers","C. Lee Giles (Editor), Marc Smith (Editor), John Yen (Editor), Haizheng Zhang (Editor)",2010/08/28,1,Springer Berlin Heidelberg,9783642149283,,"Lecture Notes in Computer Science / Theoretical Computer Science and General Issues Series ,#5498",,131,
409,"Advances in Spatial and Temporal Databases: 7th International Symposium, SSTD 2001, Redondo Beach, CA, USA, July 12-15, 2001 Proceedings","Christian S. Jensen (Editor), Markus Schneider (Editor), Bernhard Seeger (Editor), Vassilis J. Tsotras (Editor)",2001/08/24,1,Springer Berlin Heidelberg,9783540423010,,"Lecture Notes in Computer Science Series ,#2121",,543,
410,"Advances in Spatial and Temporal Databases: 9th International Symposium, SSTD 2005, Angra dos Reis, Brazil, August 22-24, 2005, Proceedings","Claudia Bauzer Medeiros (Editor), Elisa Bertino (Editor), Max Egenhofer (Editor)",2005/09/12,1,Springer Berlin Heidelberg,9783540281276,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3633",,433,
411,"Advances in Spatial and Temporal Databases: 12th International Symposium, SSTD 2011, Minneapolis, MN, USA, August 24-26, 2011. Proceedings","Dieter Pfoser (Editor), Yufei Tao (Editor), Kyriakos Mouratidis (Editor), Mario A. Nascimento (Editor), Mohamed Mokbel (Editor)",2011/09/27,1,Springer Berlin Heidelberg,9783642229213,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#6849",,518,
412,"Advances in Spatial and Temporal Databases: 10th International Symposium, SSTD 2007, Boston, MA, USA, July 16.-18, 2007, Proceedings","Dimitris Papadias (Editor), Donghui Zhang (Editor), George Kollios (Editor)",2007/08/17,1,Springer Berlin Heidelberg,9783540735397,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4605",,482,
413,"Advances in Spatial and Temporal Databases: 11th International Symposium, SSTD 2009 Aalborg, Denmark, July 8-10, 2009 Proceedings","Nikos Mamoulis (Editor), Thomas Seidl (Editor), Kristian Torp (Editor), Ira Assent (Editor)",2009/06/30,1,Springer Berlin Heidelberg,9783642029813,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5644",,466,
414,"Advances in Spatial and Temporal Databases: 8th International Symposium, SSTD 2003, Santorini Island, Greece, July 24 - 27, 2003. Proceedings","Thanasis Hadzilacos (Editor), Yannis Manolopoulos (Editor), John F. Roddick (Editor), Yannis Theodoridis (Editor)",2003/08/13,1,Springer Berlin Heidelberg,9783540405351,,"Lecture Notes in Computer Science Series ,#2750",,528,
415,"Advances in Spatial Databases: 3rd International Symposium, SSD '93, Singapore, June 23-25, 1993, Proceedings","D. Abel (Editor), Beng Chin Ooi (Editor)",1993/07/01,,"Springer-Verlag New York, LLC",9780387568690,,Lecture Notes in Computer Science,,542,
416,"Advances in Spatial Databases: Third International Symposium, SSD '93, Singapore, June 23-25, 1993. Proceedings","David Abel (Editor), Beng Chin Ooi (Editor)",1993/07/16,1,Springer Berlin Heidelberg,9783540568698,,"Lecture Notes in Computer Science Series ,#692",,537,
417,"Advances in Spatial Databases: 4th International Symposium SSD '95, Portland, ME, USA, August 6 - 9, 1995. Proceedings","Max J. Egenhofer (Editor), John R. Herring (Editor)",1995/08/25,1,Springer Berlin Heidelberg,9783540601593,,"Lecture Notes in Computer Science Series ,#951",,410,
418,"Advances in Spatial Databases: 5th International Symposium, SSD'97, Berlin, Germany, July 15-18, 1997 Proceedings","Michel Scholl (Editor), Agnes Voisard (Editor)",1997/08/08,1,Springer Berlin Heidelberg,9783540632382,,"Lecture Notes in Computer Science Series ,#1262",,387,
419,"Advances in Spatial Databases: 2nd Symposium, SSD '91 Zurich, Switzerland, August 28-30, 1991 Proceedings","O. Gunther (Editor), J. Hartmanis (Editor), G. Goos (Editor), H. J. Schek (Editor)",1991/09/01,,"Springer-Verlag New York, LLC",9780387544144,,Lecture Notes in Computer Science,,471,
420,"Advances in Spatial Databases: 6th International Symposium, SSD'99, Hong Kong, China, July 20-23, 1999 Proceedings","Ralf H. Guting (Editor), Dimitris Papadias (Editor), Fred Lochovsky (Editor)",1999/08/13,1,Springer Berlin Heidelberg,9783540662471,,"Lecture Notes in Computer Science Series ,#1651",,380,
421,"Advances in Visual Information Management: Visual Database Systems. IFIP TC2 WG2.6 Fifth Working Conference on Visual Database Systems May 10-12, 2000, Fukuoka, Japan","Hiroshi Arisawa (Editor), Tiziana Catarci (Editor)",2000/04/30,1,Springer US,9780792378358,,"IFIP Advances in Information and Communication Technology Series ,#40",,410,
422,"Advances in Visual Information Systems: 9th International Conference, VISUAL 2007 Shanghai, China, June 28-29, 2007 Revised Selected Papers","Guoping Qiu (Editor), Clement Leung (Editor), Xiang-Yang Xue (Editor), Robert Laurini (Editor)",2007/12/28,1,Springer Berlin Heidelberg,9783540764137,,"Lecture Notes in Computer Science / Image Processing, Computer Vision, Pattern Recognition, and Graphics Series ,#4781",,586,
423,"Advances in Visual Information Systems: 4th International Conference, VISUAL 2000, Lyon, France, November 2-4, 2000 Proceedings",Robert Laurini (Editor),2000/11/27,1,Springer Berlin Heidelberg,9783540411772,,"Lecture Notes in Computer Science Series ,#1929",,545,
424,"Advances in Web and Network Technologies, and Information Management: APWeb/WAIM 2007 International Workshops: DBMAN 2007, WebETrends 2007, PAIS 2007 and ASWAN 2007, Huang Shan, China, June 16-18, 2007, Proceedings","Kevin C. Chang (Editor), Wei Wang (Editor), Lei Chen (Editor), Clarence A. Ellis (Editor), Ching-Hsien Hsu (Editor)",2007/07/20,1,Springer Berlin Heidelberg,9783540729082,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4537",,707,
425,"Advances in Web and Network Technologies and Information Management: AP Web/WAIM 2009 International Workshops: WCMT 2009, RTBI 2009, DBIR-ENQOIR 2009, and PAIS 2009","Lei Chen (Editor), Chengfei Liu (Editor), Xiao Zhang (Editor), Shan Wang (Editor), Darijus Strasunskas (Editor)",2009/09/01,1,Springer Berlin Heidelberg,9783642039959,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5731",,245,
426,"Advances in Web Based Learning - ICWL 2009: 8th International Conference, Aachen, Germany, August 19-21, 2009, Proceedings","Marc Spaniol, Qing Li, Ralf Klamma, Rynson W.H. Lau",2009/09/01,1,Springer Berlin Heidelberg,9783642034251,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#5686",,478,
427,"Advances in Web Mining and Web Usage Analysis: 6th International Workshop on Knowledge Discovery on the Web, WEBKDD 2004, Seattle, WA, USA, August 22-25, 2004, Revised Selected Papers","Bamshad Mobasher (Editor), Olfa Nasraoui (Editor), Bing Liu (Editor), Brij Masand (Editor)",2006/11/22,1,Springer Berlin Heidelberg,9783540471271,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#3932",,189,
428,"Advances in Web Mining and Web Usage Analysis: 9th International Workshop on Knowledge Discovery on the Web, WebKDD 2007, and 1st International Workshop on Social Networks Analysis, SNA-KDD 2007, San Jose, CA, USA, August 12-15, 2007, Revised Papers","Haizheng Zhang (Editor), Myra Spiliopoulou (Editor), Bamshad Mobasher (Editor), C. Lee Giles (Editor), Andrew McCallum (Editor)",2009/02/27,1,Springer Berlin Heidelberg,9783642005275,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#5439",,155,
429,"Advances in Web Semantics I: Ontologies, Web Services and Applied Semantic Web","Elizabeth J. Chang (Editor), Katia Sycara (Editor), Robert Meersman (Editor)",2008/12/28,1,Springer Berlin Heidelberg,9783540897835,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#4891",,397,
430,"Advances in XML Information Retrieval and Evaluation: 4th International Workshop of the Initiative for the Evaluation of XML Retrieval, INEX 2005, Dagstuhl Castle, Germany, November 28-30, 2005. Revised and Selected Papers","Norbert Fuhr (Editor), Mounia Lalmas (Editor), Saadia Malik (Editor), Gabriella Kazai (Editor)",2006/07/28,1,Springer Berlin Heidelberg,9783540349624,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#3977",,556,
431,"Advances on Data Mining: Applications and Theoretical Aspects: 11th Industrial Conference, ICDM 2011, New York, NY, USA, August 30 - September 3, 2011, Proceedings",Petra Perner (Editor),2011/11/01,1,Springer Berlin Heidelberg,9783642231834,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence ,#6870",,329,
432,"Advances on Databases and Information Systems: 16th East European Conference, ADBIS 2012, Poznan, Poland, September 18-21, 2012, Proceedings","Tadeusz Morzy (Editor), Theo Haerder (Editor), Robert Wrembel (Editor)",2012/08/02,1,Springer Berlin Heidelberg,9783642330735,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series ,#7503",,460,
433,"Advancing Big Data Benchmarks: Proceedings of the 2013 Workshop Series on Big Data Benchmarking, WBDB.cn, Xi'an, China, July16-17, 2013 and WBDB.us, San José, CA, USA, October 9-10, 2013, Revised Selected Papers","Tilmann Rabl (Editor), Nambiar Raghunath (Editor), Poess Meikel (Editor), Bhandarkar Milind (Editor), Hans-Arno Jacobsen (Editor)",2014/11/14,,Springer International Publishing,9783319105956,,"Lecture Notes in Computer Science / Information Systems and Applications, incl. Internet/Web, and HCI Series",,201,
434,Advantage Database Server: The Official Guide,"Cary Jensen, Loy Anderson",2003/10/30,1,"McGraw-Hill Companies, The",9780072230840,,Applications Ser.,,496,
435,The Advantage Series: Access 2002-Introductory,"Sarah Hutchinson-Clifford, Glen Coulthard, Glen J. Coulthard, Glen Coulthard",2001/10/10,1,"McGraw-Hill Companies, The",9780072470925,,Advantage Series,,560,
436,"Affective Computing and Sentiment Analysis: Emotion, Metaphor and Terminology",Khurshid Ahmad (Editor),2011/08/31,1,Springer Netherlands,9789400717565,,"Text, Speech and Language Technology Series ,#45",,150,
437,Afghanistan Development: Agencies Could Benefit from a Shared and More Comprehensive Database on U.S. Efforts: Gao-13-34,U. S. Government Accountability Office ( (Created by),2013/07/23,,BiblioGov,9781289244170,,,,60,
438,Africa Development Indicators 2006: From the World Bank Africa Database,World Bank,2006/09/18,2006,World Bank Publications,9780821365373,,Africa Development Indicators,,160,
439,African Antelope Database 1998,Rod East (Editor),1999/01/01,,Island Press,9782831704777,,Occasional Papers of the IUCN Species SU,,444,
440,African Development Indicators 2002: Drawn from the World Bank Africa Database,World Bank Publications (Editor),2002/04/01,2002,World Bank Publications,9780821350577,,Africa Development Indicators,,372,
441,African Development Indicators 2005: From the World Bank Africa Database,World Bank,2005/07/27,2005,World Bank Publications,9780821360781,,Africa Development Indicators,,436,
442,African Water Resource Database: GIS-based tools for inland aquatic resource management.,"Food and Agriculture Organization of the United Nations, FAO Fisheries and Aquaculture Dept Staff (Contribution by)",2007/06/28,,Food & Agriculture Organization of the United Nations,9789251057407,,CIFA Technical Papers Series,,184,
443,Agent and Multi-Agent Systems in Distributed Systems - Digital Economy and E-Commerce,"Anne Hakansson (Editor), Ronald Hartung (Editor)",2012/12/24,1,Springer Berlin Heidelberg,9783642352072,,"Studies in Computational Intelligence Series ,#462",,217,
444,"Agent and Multi-Agent Systems: Technologies and Applications: 4th KES International Symposium, KES-AMSTA 2010, Gdynia, Poland, June 23-25, 2010. Proceedings, Part I","Piotr Jedrzejowicz (Editor), Ngoc Thanh Nguyen (Editor), Robert J. Howlett (Editor), Lakhmi C. Jain (Editor)",2010/06/09,1,Springer Berlin Heidelberg,9783642134791,,"Lecture Notes in Computer Science / Lecture Notes in Artificial Intelligence Series ,#6070",,450,
